,Player,<5Ft FGM,<5 Ft FGA,<5 Ft FG%,5-9 Ft GM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year,All_Team,Pos
9878,Beno Udrih,6.0,10.4,0.5760000000000001,1.4,3.6,0.392,1.1,2.6,0.415,1.8,4.5,0.395,2.3,6.0,0.382,1.7,5.2,0.327,2014,0.0,PG
9879,Bernard James,2.9,5.4,0.547,0.4,1.7,0.20800000000000002,0.1,1.0,0.083,0.9,2.1,0.433,2.0,4.9,0.405,0.9,2.4,0.382,2014,0.0,C
9880,Bismack Biyombo,5.1,9.8,0.522,1.6,4.1,0.39299999999999996,1.1,2.7,0.41,2.3,5.7,0.396,2.0,5.3,0.371,2.1,5.7,0.367,2014,0.0,C
9881,Blake Griffin,12.0,20.5,0.584,2.5,6.3,0.389,1.7,5.0,0.34,3.6,8.5,0.422,3.8,10.3,0.373,3.4,9.2,0.366,2014,0.0,PF
9882,Bojan Bogdanovic,9.2,15.4,0.597,1.8,4.3,0.41100000000000003,1.1,2.6,0.424,2.3,6.1,0.38,3.2,8.9,0.359,1.7,4.7,0.359,2014,0.0,SF
9883,Boris Diaw,8.7,14.9,0.583,2.1,5.1,0.405,1.4,3.7,0.373,2.3,6.4,0.359,2.6,7.1,0.359,1.3,3.9,0.338,2014,0.0,PF
9884,Bradley Beal,10.6,18.6,0.57,2.2,6.0,0.368,2.3,5.2,0.433,3.5,9.3,0.373,3.0,8.6,0.353,3.1,9.3,0.334,2014,0.0,SG
9885,Brandan Wright,7.2,12.4,0.579,1.1,3.4,0.335,0.9,2.5,0.356,1.7,4.1,0.399,2.8,7.0,0.405,1.3,4.1,0.323,2014,0.0,PF
9886,Brandan Wright,7.2,12.4,0.579,1.1,3.4,0.335,0.9,2.5,0.356,1.7,4.1,0.399,2.8,7.0,0.405,1.3,4.1,0.323,2014,0.0,PF
9887,Brandan Wright,7.2,12.4,0.579,1.1,3.4,0.335,0.9,2.5,0.356,1.7,4.1,0.399,2.8,7.0,0.405,1.3,4.1,0.323,2014,0.0,PF
9888,Brandan Wright,7.2,12.4,0.579,1.1,3.4,0.335,0.9,2.5,0.356,1.7,4.1,0.399,2.8,7.0,0.405,1.3,4.1,0.323,2014,0.0,PF
9889,Brandon Bass,8.9,14.7,0.602,2.0,4.7,0.415,1.4,3.6,0.396,2.2,6.0,0.36,2.5,6.9,0.368,2.0,5.8,0.34,2014,0.0,PF
9890,Brandon Davies,6.1,9.8,0.621,1.3,2.5,0.523,1.0,2.1,0.5,1.2,3.2,0.392,2.1,4.3,0.487,1.8,4.8,0.368,2014,0.0,PF
9891,Brandon Davies,6.1,9.8,0.621,1.3,2.5,0.523,1.0,2.1,0.5,1.2,3.2,0.392,2.1,4.3,0.487,1.8,4.8,0.368,2014,0.0,PF
9892,Brandon Davies,6.1,9.8,0.621,1.3,2.5,0.523,1.0,2.1,0.5,1.2,3.2,0.392,2.1,4.3,0.487,1.8,4.8,0.368,2014,0.0,PF
9893,Brandon Jennings,10.5,18.2,0.579,2.4,6.1,0.38799999999999996,1.6,3.8,0.408,3.5,7.3,0.478,3.1,8.1,0.387,1.9,6.0,0.321,2014,0.0,PG
9894,Brandon Knight,11.7,20.3,0.5760000000000001,2.0,5.3,0.368,1.3,4.1,0.322,3.0,7.7,0.394,3.9,10.0,0.391,2.5,7.5,0.333,2014,0.0,PG-SG
9895,Brandon Knight,11.7,20.3,0.5760000000000001,2.0,5.3,0.368,1.3,4.1,0.322,3.0,7.7,0.394,3.9,10.0,0.391,2.5,7.5,0.333,2014,0.0,PG
9896,Brandon Knight,11.7,20.3,0.5760000000000001,2.0,5.3,0.368,1.3,4.1,0.322,3.0,7.7,0.394,3.9,10.0,0.391,2.5,7.5,0.333,2014,0.0,SG
9897,Brandon Rush,3.6,5.3,0.68,0.8,1.9,0.426,0.5,1.1,0.459,1.1,2.6,0.417,0.7,1.7,0.389,1.0,2.8,0.372,2014,0.0,SG
9898,Brendan Haywood,1.9,3.3,0.5870000000000001,0.6,1.4,0.40700000000000003,0.5,1.8,0.28,0.8,1.9,0.406,0.7,1.5,0.469,0.6,1.9,0.324,2014,0.0,C
9899,Brian Roberts,5.5,10.1,0.5479999999999999,1.7,3.9,0.428,1.0,2.4,0.421,2.3,6.0,0.382,1.6,4.6,0.339,1.7,4.8,0.362,2014,0.0,PG
9900,Brook Lopez,10.7,17.8,0.6,2.1,5.2,0.397,1.7,3.7,0.457,3.0,8.1,0.373,4.1,11.1,0.371,1.9,5.2,0.366,2014,0.0,C
9901,Bruno Caboclo,1.5,2.4,0.632,0.3,0.8,0.33299999999999996,0.0,1.0,0.0,0.5,0.5,1.0,0.8,1.7,0.5,0.7,1.0,0.667,2014,0.0,SF
9902,Bryce Cotton,4.2,7.1,0.5870000000000001,1.2,3.0,0.385,0.8,1.2,0.643,1.3,2.8,0.471,1.4,3.4,0.396,1.1,2.9,0.375,2014,0.0,PG
9903,C.J. Watson,7.6,13.6,0.5589999999999999,2.1,4.9,0.418,1.4,3.6,0.377,3.1,7.6,0.41,2.3,6.6,0.353,2.1,5.9,0.348,2014,0.0,PG
9904,Cameron Bairstow,1.8,2.7,0.6579999999999999,0.4,0.7,0.5710000000000001,0.5,1.1,0.444,0.7,1.5,0.467,0.8,1.6,0.5,0.4,1.4,0.273,2014,0.0,PF
9905,Carl Landry,6.4,10.4,0.621,1.3,3.5,0.371,0.7,2.0,0.363,1.8,4.5,0.395,2.6,6.8,0.382,1.2,4.0,0.3,2014,0.0,PF
9906,Carlos Boozer,9.5,15.6,0.611,1.6,3.8,0.41600000000000004,1.2,3.0,0.39,2.4,6.3,0.374,3.1,7.6,0.406,1.8,5.1,0.351,2014,0.0,PF
9907,Carmelo Anthony,11.9,21.6,0.552,2.4,5.8,0.42200000000000004,1.8,4.5,0.402,3.8,8.3,0.453,4.6,11.8,0.394,2.9,7.9,0.371,2014,0.0,SF
9908,Caron Butler,7.4,12.1,0.607,1.4,3.8,0.375,1.0,2.8,0.377,2.2,5.4,0.407,2.1,5.6,0.377,2.0,5.4,0.364,2014,0.0,SF
9909,Cartier Martin,2.7,4.5,0.606,0.6,1.5,0.406,0.6,1.5,0.423,1.0,2.9,0.351,0.9,2.0,0.444,0.8,2.7,0.281,2014,0.0,SF
9910,Chandler Parsons,11.8,19.5,0.606,2.2,6.2,0.359,1.8,4.7,0.371,3.2,7.9,0.405,5.1,13.2,0.388,2.0,5.8,0.353,2014,0.0,SF
9911,Channing Frye,8.7,13.7,0.636,2.1,4.5,0.46,1.7,3.8,0.439,3.2,7.5,0.425,2.6,6.4,0.412,2.2,6.3,0.353,2014,0.0,PF
9912,Charlie Villanueva,4.3,7.2,0.604,0.7,2.0,0.377,0.9,1.9,0.466,1.0,2.7,0.39,1.5,4.7,0.329,0.9,2.3,0.381,2014,0.0,PF
9913,Chase Budinger,7.8,12.2,0.645,1.4,3.3,0.423,0.9,2.6,0.364,2.1,5.2,0.412,2.9,7.4,0.395,1.6,4.4,0.368,2014,0.0,SF
9914,Chris Andersen,6.6,11.1,0.6,1.3,3.1,0.4,0.8,2.3,0.362,1.9,5.0,0.377,2.1,6.5,0.318,1.1,3.2,0.34,2014,0.0,C
9915,Chris Bosh,11.9,20.3,0.586,2.5,5.7,0.434,1.8,4.4,0.405,3.6,9.2,0.395,4.9,12.7,0.384,2.3,6.7,0.339,2014,0.0,C
9916,Chris Copeland,5.8,9.9,0.585,1.4,3.3,0.433,1.2,2.9,0.429,2.1,5.7,0.378,1.8,4.5,0.399,1.5,4.7,0.32,2014,0.0,SF
9917,Chris Douglas-Roberts,4.0,5.5,0.733,0.6,1.1,0.545,0.6,1.0,0.625,0.9,2.4,0.385,1.2,2.3,0.522,0.4,1.8,0.227,2014,0.0,SG
9918,Chris Johnson,6.2,11.4,0.542,1.1,3.2,0.34,0.7,1.9,0.385,1.4,4.2,0.347,2.4,6.0,0.408,1.6,3.9,0.42,2014,0.0,SF
9919,Chris Johnson,6.2,11.4,0.542,1.1,3.2,0.34,0.7,1.9,0.385,1.4,4.2,0.347,2.4,6.0,0.408,1.6,3.9,0.42,2014,0.0,SF
9920,Chris Johnson,6.2,11.4,0.542,1.1,3.2,0.34,0.7,1.9,0.385,1.4,4.2,0.347,2.4,6.0,0.408,1.6,3.9,0.42,2014,0.0,SF
9921,Chris Johnson,6.2,11.4,0.542,1.1,3.2,0.34,0.7,1.9,0.385,1.4,4.2,0.347,2.4,6.0,0.408,1.6,3.9,0.42,2014,0.0,SF
9922,Chris Kaman,6.4,11.4,0.564,1.5,3.6,0.40299999999999997,1.3,3.2,0.406,2.3,5.9,0.398,2.5,6.4,0.39,1.1,3.1,0.345,2014,0.0,C
9923,Chris Paul,11.5,19.9,0.579,2.3,6.0,0.381,1.9,5.2,0.357,3.5,8.7,0.408,4.1,11.0,0.373,3.1,8.8,0.357,2014,1.0,PG
9924,Chuck Hayes,2.8,4.8,0.5870000000000001,0.6,1.6,0.341,0.5,1.0,0.481,0.8,2.2,0.368,1.2,3.0,0.393,0.8,2.0,0.393,2014,0.0,C
9925,Cleanthony Early,5.6,9.4,0.597,1.3,2.7,0.49,0.8,2.1,0.372,1.5,3.9,0.386,2.2,5.8,0.388,1.3,4.2,0.314,2014,0.0,SF
9926,Clint Capela,3.0,6.6,0.455,1.5,3.3,0.462,0.5,1.1,0.455,0.9,2.8,0.32,1.0,2.6,0.385,0.5,2.3,0.2,2014,0.0,C
9927,Cody Zeller,7.1,12.8,0.555,1.9,5.0,0.385,1.2,3.1,0.39,3.4,8.2,0.418,2.0,5.9,0.33,2.4,6.4,0.372,2014,0.0,C
9928,Cole Aldrich,5.8,10.1,0.568,1.0,2.3,0.426,0.9,2.2,0.434,1.7,4.3,0.39,2.1,5.4,0.383,1.0,2.9,0.347,2014,0.0,C
9929,Corey Brewer,10.4,17.0,0.612,1.8,4.3,0.423,1.2,3.1,0.391,2.4,6.2,0.383,3.7,10.3,0.362,1.8,5.5,0.33,2014,0.0,SF
9930,Corey Brewer,10.4,17.0,0.612,1.8,4.3,0.423,1.2,3.1,0.391,2.4,6.2,0.383,3.7,10.3,0.362,1.8,5.5,0.33,2014,0.0,SF
9931,Corey Brewer,10.4,17.0,0.612,1.8,4.3,0.423,1.2,3.1,0.391,2.4,6.2,0.383,3.7,10.3,0.362,1.8,5.5,0.33,2014,0.0,SF
9932,Cory Jefferson,3.9,7.0,0.561,1.0,2.1,0.479,0.5,1.3,0.379,1.0,3.2,0.328,1.3,4.6,0.28,0.8,2.5,0.304,2014,0.0,PF
9933,Cory Joseph,6.2,10.6,0.585,1.5,3.9,0.389,1.2,3.4,0.365,1.7,5.0,0.346,2.2,5.9,0.376,1.1,3.4,0.328,2014,0.0,PG
9934,Courtney Lee,10.6,17.5,0.605,2.3,5.9,0.39299999999999996,1.6,4.0,0.397,2.6,6.8,0.387,3.7,9.4,0.39,2.7,7.8,0.352,2014,0.0,SG
9935,D.J. Augustin,8.8,14.7,0.599,2.0,4.7,0.413,1.1,3.1,0.375,2.2,5.7,0.39,2.8,7.6,0.37,1.9,5.6,0.346,2014,0.0,PG
9936,D.J. Augustin,8.8,14.7,0.599,2.0,4.7,0.413,1.1,3.1,0.375,2.2,5.7,0.39,2.8,7.6,0.37,1.9,5.6,0.346,2014,0.0,PG
9937,D.J. Augustin,8.8,14.7,0.599,2.0,4.7,0.413,1.1,3.1,0.375,2.2,5.7,0.39,2.8,7.6,0.37,1.9,5.6,0.346,2014,0.0,PG
9938,Dahntay Jones,1.5,2.3,0.631,0.4,0.9,0.4,0.3,0.9,0.286,0.6,1.3,0.45,1.0,2.2,0.46,0.5,1.8,0.25,2014,0.0,SF
9939,Damian Lillard,13.0,22.6,0.5770000000000001,2.6,7.1,0.369,2.7,6.2,0.434,4.2,11.0,0.386,4.4,11.7,0.373,1.6,5.4,0.306,2014,0.0,PG
9940,Damjan Rudez,4.8,8.5,0.569,1.0,2.6,0.392,0.9,2.3,0.377,2.0,4.7,0.423,1.5,4.1,0.358,1.2,3.7,0.325,2014,0.0,SF
9941,Danilo Gallinari,8.6,14.5,0.593,1.7,3.9,0.424,1.2,3.0,0.382,2.8,6.9,0.405,2.9,7.7,0.379,1.7,5.4,0.306,2014,0.0,SF
9942,Danny Granger,6.1,10.7,0.5670000000000001,1.4,3.3,0.42,0.8,2.4,0.342,2.6,6.2,0.416,2.9,7.4,0.392,1.4,3.7,0.385,2014,0.0,SF
9943,Danny Green,9.4,17.5,0.539,2.1,5.8,0.366,1.8,4.6,0.385,3.4,8.3,0.411,3.1,8.3,0.377,1.8,4.8,0.366,2014,0.0,SG
9944,Dante Cunningham,10.1,17.0,0.594,1.8,4.4,0.41600000000000004,1.3,3.6,0.37,2.5,5.9,0.416,2.2,6.6,0.338,1.8,5.5,0.326,2014,0.0,PF
9945,Dante Exum,6.8,12.6,0.5379999999999999,1.5,4.1,0.35100000000000003,1.1,2.7,0.422,2.4,6.0,0.398,2.8,7.6,0.365,1.2,3.6,0.346,2014,0.0,PG
9946,Darius Miller,3.2,4.2,0.762,0.8,2.8,0.273,0.0,0.3,0.0,1.0,2.8,0.357,0.0,1.8,0.0,1.3,2.5,0.5,2014,0.0,SF
9947,Darius Morris,3.1,5.2,0.607,0.8,1.6,0.47200000000000003,0.2,0.8,0.28,1.1,2.3,0.485,1.0,3.1,0.318,0.5,2.0,0.275,2014,0.0,PG
9948,Darrell Arthur,5.5,9.6,0.5760000000000001,1.2,3.2,0.38299999999999995,0.6,1.9,0.324,1.8,4.7,0.382,2.1,5.9,0.362,1.1,3.9,0.274,2014,0.0,PF
9949,Darren Collison,11.4,18.5,0.62,3.2,8.0,0.40399999999999997,1.8,4.7,0.376,3.7,9.3,0.4,4.7,13.0,0.36,2.5,7.7,0.32,2014,0.0,PG
9950,David Lee,6.3,10.8,0.585,1.4,3.6,0.382,1.2,2.9,0.401,2.1,5.2,0.398,1.6,4.0,0.403,2.0,5.7,0.355,2014,0.0,PF
9951,David Stockton,4.7,9.0,0.519,1.3,4.0,0.33299999999999996,0.0,1.0,0.0,0.7,2.7,0.25,1.3,4.0,0.333,0.7,3.7,0.182,2014,0.0,PG
9952,David Wear,2.0,2.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5,0.667,2.0,2.0,1.0,2014,0.0,PF
9953,David West,8.7,16.0,0.542,2.2,5.5,0.391,1.7,4.3,0.409,3.2,9.1,0.355,2.8,7.6,0.365,2.7,7.2,0.376,2014,0.0,PF
9954,DeAndre Jordan,11.2,19.5,0.5770000000000001,2.3,5.9,0.389,2.0,5.3,0.378,3.5,8.8,0.399,4.2,11.0,0.377,3.1,8.5,0.368,2014,1.0,C
9955,DeJuan Blair,1.9,3.2,0.602,0.6,1.5,0.4,0.5,1.2,0.429,0.6,1.9,0.324,0.7,2.1,0.333,0.8,2.7,0.313,2014,0.0,PF
9956,DeMar DeRozan,13.0,22.2,0.585,2.7,6.5,0.414,1.9,4.4,0.428,3.0,7.9,0.383,4.0,10.8,0.371,2.4,7.5,0.315,2014,0.0,SG
9957,DeMarcus Cousins,11.7,19.2,0.61,2.9,7.1,0.405,1.6,4.2,0.39,3.5,9.5,0.371,4.8,12.9,0.375,2.6,7.6,0.338,2014,0.0,C
9958,DeMarre Carroll,11.5,19.5,0.588,1.8,4.5,0.39,1.5,3.2,0.454,3.2,7.9,0.405,4.6,12.9,0.357,2.1,6.2,0.333,2014,0.0,SF
9959,Dennis Schroder,6.6,11.6,0.568,0.8,2.3,0.374,0.8,2.1,0.37,1.9,5.1,0.369,2.9,7.8,0.369,1.7,4.7,0.356,2014,0.0,PG
9960,Deron Williams,11.3,18.6,0.61,2.2,5.5,0.395,1.6,3.9,0.416,3.1,8.5,0.369,4.1,11.2,0.366,2.1,5.6,0.373,2014,0.0,PG
9961,Derrick Favors,10.0,17.6,0.568,2.2,6.1,0.368,1.7,3.8,0.435,3.5,8.5,0.406,4.3,10.7,0.4,1.5,4.5,0.321,2014,0.0,PF
9962,Derrick Rose,10.9,20.1,0.542,2.4,6.1,0.387,2.2,5.1,0.431,3.8,9.2,0.411,3.3,9.3,0.359,1.8,6.0,0.302,2014,0.0,PG
9963,Derrick Williams,8.0,12.7,0.63,1.7,4.2,0.39299999999999996,1.0,2.7,0.369,2.0,5.6,0.358,3.1,8.0,0.389,1.8,4.7,0.378,2014,0.0,PF
9964,Devin Harris,7.6,13.0,0.586,1.4,3.9,0.35700000000000004,1.2,3.1,0.398,2.1,4.9,0.424,3.6,9.2,0.389,1.4,3.9,0.35,2014,0.0,PG
9965,Devyn Marble,5.4,8.8,0.618,2.2,4.9,0.444,1.9,3.3,0.583,1.7,4.6,0.364,1.4,4.2,0.34,1.6,4.2,0.38,2014,0.0,SG
9966,Dewayne Dedmon,4.7,8.2,0.574,0.9,2.4,0.37200000000000005,0.7,1.8,0.39,1.3,3.4,0.375,1.6,4.2,0.386,1.2,4.1,0.299,2014,0.0,C
9967,Dion Waiters,10.3,17.6,0.586,2.0,5.4,0.373,1.6,4.0,0.41,2.7,6.5,0.409,3.7,10.2,0.358,1.7,5.1,0.343,2014,0.0,SG
9968,Dion Waiters,10.3,17.6,0.586,2.0,5.4,0.373,1.6,4.0,0.41,2.7,6.5,0.409,3.7,10.2,0.358,1.7,5.1,0.343,2014,0.0,SG
9969,Dion Waiters,10.3,17.6,0.586,2.0,5.4,0.373,1.6,4.0,0.41,2.7,6.5,0.409,3.7,10.2,0.358,1.7,5.1,0.343,2014,0.0,SG
9970,Dirk Nowitzki,9.9,16.2,0.613,1.8,5.4,0.344,1.7,4.1,0.404,2.8,7.0,0.403,5.1,12.7,0.404,2.0,5.3,0.379,2014,0.0,PF
9971,Donald Sloan,6.8,12.4,0.552,1.7,3.9,0.435,1.2,3.1,0.395,2.3,6.3,0.359,2.1,5.5,0.381,1.9,5.5,0.35,2014,0.0,PG
9972,Donatas Motiejunas,10.6,17.8,0.596,1.9,4.8,0.396,1.3,3.5,0.357,2.7,6.7,0.401,3.9,10.8,0.36,1.9,5.9,0.329,2014,0.0,PF
9973,Dorell Wright,4.4,7.5,0.579,0.7,2.5,0.281,1.0,2.3,0.417,1.5,3.7,0.401,1.6,4.2,0.385,0.7,2.2,0.337,2014,0.0,SF
9974,Doug McDermott,3.4,5.6,0.607,0.6,1.9,0.33299999999999996,0.9,2.3,0.371,1.1,3.1,0.359,1.4,3.1,0.455,0.8,2.2,0.375,2014,0.0,SF
9975,Draymond Green,10.0,18.3,0.5479999999999999,2.3,6.4,0.365,2.4,6.0,0.397,3.8,9.9,0.383,2.8,8.1,0.346,2.5,7.9,0.32,2014,1.0,PF
9976,Drew Gooden,5.1,9.4,0.5479999999999999,0.9,2.6,0.35200000000000004,1.1,2.6,0.418,2.0,5.1,0.398,1.8,4.7,0.374,2.2,5.8,0.375,2014,0.0,PF
9977,Drew Gordon,3.0,4.7,0.643,0.6,1.1,0.556,1.0,2.3,0.438,1.0,2.0,0.5,1.0,3.0,0.333,0.6,2.0,0.313,2014,0.0,PF
9978,Dwight Buycks,10.0,15.8,0.632,0.7,1.7,0.4,0.8,1.8,0.455,1.8,5.0,0.367,2.3,4.8,0.483,2.6,8.0,0.325,2014,0.0,PG
9979,Dwight Howard,10.1,17.4,0.584,2.2,5.7,0.395,1.6,4.4,0.368,3.2,8.1,0.398,3.9,10.3,0.378,1.3,5.2,0.242,2014,0.0,C
9980,Dwight Powell,3.4,5.7,0.606,0.7,2.2,0.326,0.8,1.4,0.567,1.4,2.5,0.536,1.1,2.8,0.409,0.5,2.0,0.234,2014,0.0,PF
9981,Dwight Powell,3.4,5.7,0.606,0.7,2.2,0.326,0.8,1.4,0.567,1.4,2.5,0.536,1.1,2.8,0.409,0.5,2.0,0.234,2014,0.0,PF
9982,Dwight Powell,3.4,5.7,0.606,0.7,2.2,0.326,0.8,1.4,0.567,1.4,2.5,0.536,1.1,2.8,0.409,0.5,2.0,0.234,2014,0.0,PF
9983,Dwyane Wade,11.5,18.8,0.611,2.3,5.2,0.44,1.8,4.5,0.397,3.2,8.2,0.386,3.7,10.8,0.347,2.1,5.5,0.38,2014,0.0,SG
9984,E'Twaun Moore,3.6,6.3,0.562,1.0,2.1,0.444,1.1,2.4,0.433,1.2,3.2,0.378,1.3,3.2,0.407,0.7,2.2,0.319,2014,0.0,SG
9985,Earl Barron,2.6,4.1,0.636,0.7,1.5,0.45,0.4,0.7,0.545,1.1,2.4,0.472,1.9,3.7,0.519,0.7,2.5,0.27,2014,0.0,C
9986,Earl Clark,3.8,7.0,0.54,0.7,1.6,0.43799999999999994,0.2,0.9,0.222,0.9,2.2,0.409,1.7,4.8,0.354,0.3,1.4,0.231,2014,0.0,PF
9987,Ed Davis,9.1,15.3,0.59,1.4,3.5,0.41200000000000003,1.1,2.8,0.403,2.1,5.3,0.4,2.8,7.0,0.408,1.9,5.2,0.357,2014,0.0,PF
9988,Ekpe Udoh,1.7,2.6,0.653,0.3,0.9,0.3,0.2,0.8,0.25,0.4,1.0,0.381,0.6,1.8,0.348,0.2,1.0,0.179,2014,0.0,PF
9989,Elfrid Payton,10.5,17.2,0.608,2.3,5.5,0.408,1.7,4.4,0.393,3.3,8.2,0.399,3.5,8.7,0.404,2.8,7.8,0.358,2014,0.0,PG
9990,Elijah Millsap,6.0,11.2,0.536,1.2,3.6,0.34299999999999997,1.0,2.4,0.427,1.7,4.8,0.364,2.3,7.1,0.325,1.0,3.3,0.305,2014,0.0,SG
9991,Elliot Williams,3.6,6.3,0.573,0.5,2.2,0.20800000000000002,0.5,1.1,0.462,0.6,1.9,0.333,1.3,3.3,0.389,0.8,2.4,0.346,2014,0.0,SG
9992,Elliot Williams,3.6,6.3,0.573,0.5,2.2,0.20800000000000002,0.5,1.1,0.462,0.6,1.9,0.333,1.3,3.3,0.389,0.8,2.4,0.346,2014,0.0,SG
9993,Elliot Williams,3.6,6.3,0.573,0.5,2.2,0.20800000000000002,0.5,1.1,0.462,0.6,1.9,0.333,1.3,3.3,0.389,0.8,2.4,0.346,2014,0.0,SG
9994,Elton Brand,3.9,7.5,0.515,0.9,2.5,0.37,0.6,1.8,0.362,1.6,3.5,0.465,1.9,5.0,0.372,1.2,3.1,0.376,2014,0.0,C
9995,Enes Kanter,11.2,18.2,0.614,2.2,5.2,0.414,1.8,3.9,0.458,3.4,8.3,0.41,3.8,9.8,0.389,1.4,4.0,0.361,2014,0.0,C
9996,Enes Kanter,11.2,18.2,0.614,2.2,5.2,0.414,1.8,3.9,0.458,3.4,8.3,0.41,3.8,9.8,0.389,1.4,4.0,0.361,2014,0.0,C
9997,Enes Kanter,11.2,18.2,0.614,2.2,5.2,0.414,1.8,3.9,0.458,3.4,8.3,0.41,3.8,9.8,0.389,1.4,4.0,0.361,2014,0.0,C
9998,Eric Bledsoe,12.8,22.5,0.57,2.5,6.7,0.379,1.6,4.3,0.364,3.7,8.9,0.413,4.1,11.2,0.365,2.5,7.2,0.344,2014,0.0,PG
9999,Eric Gordon,12.5,21.3,0.588,2.5,6.4,0.391,2.0,5.0,0.408,3.1,8.1,0.382,3.2,9.0,0.352,2.2,6.6,0.336,2014,0.0,SG
10000,Eric Moreland,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,PF
10001,Erick Green,3.6,5.8,0.612,0.7,1.7,0.409,0.8,1.7,0.452,1.0,2.3,0.44,1.1,2.8,0.382,0.8,2.6,0.291,2014,0.0,PG
10002,Ersan Ilyasova,8.3,14.2,0.5870000000000001,1.2,3.4,0.35600000000000004,0.9,2.7,0.348,2.1,5.2,0.396,2.8,6.7,0.416,1.9,5.5,0.351,2014,0.0,PF
10003,Evan Fournier,9.9,16.0,0.618,2.1,4.8,0.423,1.8,4.2,0.419,3.4,8.0,0.423,2.9,7.9,0.368,2.4,6.8,0.354,2014,0.0,SG
10004,Evan Turner,10.1,17.0,0.594,2.4,5.5,0.439,1.7,4.3,0.384,2.8,7.1,0.393,3.0,8.3,0.359,2.1,6.2,0.333,2014,0.0,SG
10005,Festus Ezeli,4.0,6.7,0.596,1.1,2.9,0.37200000000000005,0.7,1.9,0.354,1.2,3.5,0.352,0.8,2.9,0.287,0.9,2.9,0.318,2014,0.0,C
10006,Francisco Garcia,5.4,9.6,0.556,1.1,3.2,0.33299999999999996,0.6,1.8,0.36,1.5,3.5,0.422,1.6,4.9,0.319,0.5,1.9,0.24,2014,0.0,SF
10007,Furkan Aldemir,4.7,8.3,0.5710000000000001,0.8,2.1,0.384,0.9,2.3,0.39,1.5,3.2,0.45,1.4,3.3,0.422,1.3,3.4,0.373,2014,0.0,PF
10008,Gal Mekel,4.8,7.0,0.679,0.5,0.5,1.0,0.3,1.8,0.143,1.0,4.3,0.235,0.5,2.8,0.182,1.3,2.8,0.455,2014,0.0,PG
10009,Garrett Temple,4.5,8.7,0.517,0.9,2.6,0.33,1.1,2.7,0.4,2.0,4.7,0.423,1.9,4.8,0.403,2.1,5.9,0.356,2014,0.0,SG
10010,Gary Harris,5.1,8.6,0.5920000000000001,1.0,2.2,0.44299999999999995,0.9,1.9,0.447,1.5,3.4,0.446,1.5,4.0,0.379,1.0,3.1,0.327,2014,0.0,SG
10011,Gary Neal,7.4,12.5,0.5870000000000001,1.6,4.3,0.365,1.0,2.8,0.358,2.8,6.2,0.454,2.6,7.0,0.379,1.7,5.3,0.32,2014,0.0,SG
10012,Gary Neal,7.4,12.5,0.5870000000000001,1.6,4.3,0.365,1.0,2.8,0.358,2.8,6.2,0.454,2.6,7.0,0.379,1.7,5.3,0.32,2014,0.0,SG
10013,Gary Neal,7.4,12.5,0.5870000000000001,1.6,4.3,0.365,1.0,2.8,0.358,2.8,6.2,0.454,2.6,7.0,0.379,1.7,5.3,0.32,2014,0.0,SG
10014,George Hill,8.5,15.6,0.542,2.5,5.9,0.42700000000000005,1.8,4.4,0.408,3.6,9.6,0.372,2.5,7.0,0.365,2.4,7.3,0.335,2014,0.0,PG
10015,Gerald Green,7.4,12.2,0.607,1.4,3.9,0.35200000000000004,0.8,2.4,0.333,1.9,4.7,0.405,2.5,6.2,0.396,1.4,4.2,0.324,2014,0.0,SG
10016,Gerald Henderson,8.2,14.7,0.555,2.5,6.5,0.38299999999999995,1.6,3.9,0.405,4.3,9.9,0.431,2.6,7.2,0.362,2.8,7.8,0.358,2014,0.0,SG
10017,Gerald Wallace,3.7,5.9,0.625,0.7,1.9,0.365,0.6,1.3,0.417,1.0,2.6,0.385,1.0,2.7,0.354,0.8,2.5,0.3,2014,0.0,SF
10018,Giannis Antetokounmpo,11.2,19.8,0.5660000000000001,1.8,4.7,0.39,1.2,3.5,0.338,2.8,7.2,0.391,3.4,9.0,0.379,2.6,7.8,0.341,2014,0.0,SG
10019,Glen Davis,3.8,6.6,0.575,0.9,2.2,0.40399999999999997,0.7,2.0,0.351,1.2,3.1,0.387,1.5,4.1,0.367,1.1,3.2,0.346,2014,0.0,PF
10020,Glen Rice,2.2,3.2,0.688,0.6,1.6,0.375,1.0,1.8,0.556,0.6,1.6,0.375,1.3,3.8,0.333,1.0,2.0,0.5,2014,0.0,SG
10021,Goran Dragic,13.4,22.2,0.602,2.3,6.3,0.37,1.6,4.4,0.367,3.4,8.5,0.397,3.9,10.8,0.365,2.2,6.5,0.333,2014,0.0,SG-PG
